team 1,team 2,original team 1 score,original team 2 score,original winner,team 1 threes,team 2 threes,adjusted team 1 score,adjusted team 2 score,adjusted winner
La Salle,Dayton,67,65,La Salle,9,4,58,61,Dayton
George Mason,Dayton,65,74,Dayton,10,12,55,62,Dayton
Dayton,Fordham,54,55,Fordham,4,9,50,46,Dayton
Duquesne,Dayton,63,72,Dayton,3,10,60,62,Dayton
Dayton,George Washington,67,54,Dayton,9,4,58,50,Dayton
Dayton,VCU,43,66,VCU,3,7,40,59,VCU
Dayton,Saint Louis,76,71,Dayton,12,3,64,68,Saint Louis
Rhode Island,Dayton,56,67,Dayton,5,7,51,60,Dayton
Dayton,Duquesne,64,69,Duquesne,8,5,56,64,Duquesne
George Mason,Dayton,65,74,Dayton,8,12,57,62,Dayton
VCU,Dayton,76,67,VCU,12,10,64,57,VCU
Dayton,Rhode Island,89,91,Rhode Island,5,7,84,84,VCU
Saint Louis,Dayton,53,76,Dayton,7,8,46,68,Dayton
Dayton,Saint Joseph's,84,97,Saint Joseph's,10,18,74,79,Saint Joseph's
Little Rock,Duquesne,76,66,Little Rock,3,7,73,59,Little Rock
UNC Greensboro,Duquesne,68,81,Duquesne,9,6,59,75,Duquesne
Duquesne,George Washington,75,63,Duquesne,8,3,67,60,Duquesne
Duquesne,George Washington,73,75,George Washington,7,9,66,66,Duquesne
Fordham,Duquesne,45,48,Duquesne,2,5,43,43,Davidson
Duquesne,St. Bonaventure,48,62,St. Bonaventure,7,2,41,60,St. Bonaventure
Rhode Island,Duquesne,69,71,Duquesne,4,8,65,63,Rhode Island
St. Bonaventure,Duquesne,65,61,St. Bonaventure,3,5,62,56,St. Bonaventure
Duquesne,Fordham,86,62,Duquesne,14,9,72,53,Duquesne
Saint Joseph's,Duquesne,50,67,Duquesne,7,6,43,61,Duquesne
Duquesne,Richmond,72,79,Richmond,5,9,67,70,Richmond
Duquesne,La Salle,65,85,La Salle,4,11,61,74,La Salle
Rhode Island,Duquesne,75,86,Duquesne,3,9,72,77,Duquesne
George Washington,Fordham,71,47,George Washington,9,2,62,45,George Washington
Fordham,La Salle,52,89,La Salle,4,16,48,73,La Salle
Fordham,Duquesne,45,48,Duquesne,2,5,43,43,Dayton
St. Bonaventure,Fordham,68,54,St. Bonaventure,6,9,62,45,St. Bonaventure
UMass,Fordham,65,46,UMass,10,2,55,44,UMass
Fordham,Rhode Island,42,52,Rhode Island,6,5,36,47,Rhode Island
Fordham,UMass,54,60,UMass,3,8,51,52,UMass
La Salle,Fordham,68,76,Fordham,9,11,59,65,Fordham
Fordham,George Mason,45,77,George Mason,4,11,41,66,George Mason
Saint Louis,Fordham,68,40,Saint Louis,9,2,59,38,Saint Louis
Queens NC,George Mason,65,66,George Mason,3,6,62,60,Queens NC
George Mason,Belmont,67,77,Belmont,2,8,65,69,Belmont
George Mason,Howard,84,70,George Mason,17,11,67,59,George Mason
VMI,George Mason,66,68,George Mason,7,9,59,59,George Mason
Towson,George Mason,65,70,George Mason,4,9,61,61,George Mason
Norfolk St,George Mason,68,65,Norfolk St,7,6,61,59,Norfolk St
George Mason,UMass,93,92,George Mason,7,10,86,82,George Mason
VCU,George Mason,66,61,VCU,6,4,60,57,VCU
Richmond,George Mason,77,57,Richmond,8,4,69,53,Richmond
La Salle,George Mason,42,75,George Mason,3,3,39,72,George Mason
George Mason,Rhode Island,60,80,Rhode Island,9,6,51,74,Rhode Island
Saint Joseph's,George Mason,85,87,George Mason,13,6,72,81,George Mason
George Mason,Saint Joseph's,71,62,George Mason,8,7,63,55,George Mason
George Mason,St. Bonaventure,67,84,St. Bonaventure,10,5,57,79,St. Bonaventure
George Mason,VCU,79,76,George Mason,3,5,76,71,George Mason
George Washington,George Mason,58,63,George Mason,4,7,54,56,George Mason
La Salle,George Mason,54,89,George Mason,5,11,49,78,George Mason
George Washington,Navy,71,78,Navy,9,10,62,68,Navy
Hampton,George Washington,82,78,Hampton,10,3,72,75,George Washington
Coppin State,George Washington,69,85,George Washington,11,3,58,82,George Washington
George Washington,Delaware,65,68,Delaware,9,10,56,58,Delaware
William & Mary,George Washington,85,84,William & Mary,4,5,81,79,William & Mary
Charlotte,George Washington,66,65,Charlotte,6,7,60,58,Charlotte
VCU,George Washington,84,77,VCU,4,6,80,71,VCU
Rhode Island,George Washington,70,78,George Washington,5,8,65,70,George Washington
George Washington,St. Bonaventure,41,88,St. Bonaventure,2,15,39,73,St. Bonaventure
La Salle,St. John's,65,82,St. John's,6,6,59,76,St. John's
Saint Peter's,La Salle,62,51,Saint Peter's,5,8,57,43,Saint Peter's
La Salle,Army,59,63,Army,9,7,50,56,Army
Lincoln PA,La Salle,62,80,La Salle,7,11,55,69,La Salle
La Salle,Drexel,58,48,La Salle,5,3,53,45,La Salle
UMass,La Salle,85,66,UMass,11,8,74,58,UMass
Delaware,La Salle,61,71,La Salle,9,6,52,65,La Salle
La Salle,Maryland,71,84,Maryland,14,7,57,77,Maryland
La Salle,UMass,67,83,UMass,7,9,60,74,UMass
Saint Joseph's,La Salle,83,90,La Salle,10,5,73,85,La Salle
La Salle,Richmond,84,78,La Salle,9,8,75,70,La Salle
Rhode Island,La Salle,73,60,Rhode Island,8,6,65,54,Rhode Island
La Salle,VCU,62,73,VCU,6,4,56,69,VCU
Saint Louis,La Salle,75,82,La Salle,4,8,71,74,La Salle
La Salle,St. Bonaventure,73,86,St. Bonaventure,12,9,61,77,St. Bonaventure
La Salle,Saint Louis,57,78,Saint Louis,5,6,52,72,Saint Louis
La Salle,Saint Joseph's,82,91,Saint Joseph's,3,11,79,80,Saint Joseph's
Arizona State,Rhode Island,94,88,Arizona State,6,9,88,79,Arizona State
Boston College,Rhode Island,69,64,Boston College,7,3,62,61,Boston College
San Francisco,Rhode Island,71,84,Rhode Island,11,4,60,80,Rhode Island
Seton Hall,Rhode Island,63,76,Rhode Island,6,8,57,68,Rhode Island
Rhode Island,Wisconsin,62,73,Wisconsin,3,7,59,66,Wisconsin
Rhode Island,Western Kentucky,65,68,Western Kentucky,6,3,59,65,Western Kentucky
St. Bonaventure,Rhode Island,57,63,Rhode Island,5,4,52,59,Rhode Island
Saint Joseph's,Rhode Island,77,85,Rhode Island,13,6,64,79,Rhode Island
Rhode Island,Richmond,73,80,Richmond,6,8,67,72,Richmond
Rhode Island,VCU,83,68,Rhode Island,8,7,75,61,Rhode Island
Rhode Island,UMass,78,80,UMass,9,6,69,74,UMass
VCU,Rhode Island,63,62,VCU,7,5,56,57,Rhode Island
UMass,Rhode Island,75,63,UMass,9,0,66,63,UMass
Rhode Island,Saint Louis,60,67,Saint Louis,9,7,51,60,Saint Louis
Dayton,Rhode Island,89,91,Rhode Island,5,7,84,84,Saint Louis
Morehead State,Richmond,64,82,Richmond,8,7,56,75,Richmond
Richmond,Kentucky,76,64,Richmond,7,0,69,64,Richmond
Wofford,Richmond,72,77,Richmond,12,8,60,69,Richmond
Northern Iowa,Richmond,68,78,Richmond,3,8,65,70,Richmond
Richmond,West Virginia,71,87,West Virginia,6,8,65,79,West Virginia
Richmond,Vanderbilt,78,67,Richmond,6,6,72,61,Richmond
Richmond,Loyola Chicago,75,73,Richmond,6,9,69,64,Richmond
Hofstra,Richmond,76,71,Hofstra,10,7,66,64,Hofstra
St. Bonaventure,Richmond,69,66,St. Bonaventure,5,6,64,60,St. Bonaventure
Richmond,Saint Joseph's,79,56,Richmond,9,9,70,47,Richmond
St. Mary's (MD),Richmond,49,90,Richmond,4,16,45,74,Richmond
Richmond,VCU,56,68,VCU,3,3,53,65,VCU
UMass,Richmond,65,79,Richmond,7,7,58,72,Richmond
Richmond,Saint Louis,67,72,Saint Louis,10,6,57,66,Saint Louis
Auburn,Saint Joseph's,96,91,Auburn,9,12,87,79,Auburn
Saint Joseph's,Kansas,72,94,Kansas,13,9,59,85,Kansas
Saint Joseph's,Drexel,77,81,Drexel,4,8,73,73,Kansas
Saint Joseph's,Villanova,68,88,Villanova,10,9,58,79,Villanova
Saint Joseph's,Tennessee,66,102,Tennessee,5,10,61,92,Tennessee
VCU,Saint Joseph's,80,64,VCU,8,7,72,57,VCU
Saint Joseph's,St. Bonaventure,57,83,St. Bonaventure,10,10,47,73,St. Bonaventure
SIU Edwardsville,Saint Louis,52,89,Saint Louis,2,10,50,79,Saint Louis
LSU,Saint Louis,81,85,Saint Louis,9,10,72,75,Saint Louis
Arkansas-Pine Bluff,Saint Louis,54,107,Saint Louis,8,11,46,96,Saint Louis
Central Arkansas,Saint Louis,65,88,Saint Louis,7,8,58,80,Saint Louis
Indiana State,Saint Louis,59,78,Saint Louis,6,6,53,72,Saint Louis
NC State,Saint Louis,69,80,Saint Louis,4,5,65,75,Saint Louis
Saint Louis,Minnesota,82,90,Minnesota,2,10,80,80,Saint Louis
UM Kansas City,Saint Louis,46,62,Saint Louis,5,5,41,57,Saint Louis
St. Bonaventure,Saint Louis,59,70,Saint Louis,6,11,53,59,Saint Louis
Saint Louis,VCU,65,67,VCU,6,7,59,60,VCU
St. Bonaventure,Akron,81,74,St. Bonaventure,1,6,80,68,St. Bonaventure
Hofstra,St. Bonaventure,69,77,St. Bonaventure,9,7,60,70,St. Bonaventure
VCU,St. Bonaventure,54,70,St. Bonaventure,8,6,46,64,St. Bonaventure
St. Bonaventure,VCU,64,67,VCU,3,4,61,63,VCU
Northeastern,UMass,79,94,UMass,5,9,74,85,UMass
UMass,Northeastern,75,78,Northeastern,7,7,68,71,Northeastern
Bryant,UMass,93,88,Bryant,9,9,84,79,Bryant
VCU,Utah State,85,69,VCU,10,4,75,65,VCU
VCU,West Virginia,66,78,West Virginia,3,6,63,72,West Virginia
VCU,Penn State,69,72,Penn State,5,9,64,63,VCU
Mount St. Mary's,VCU,42,60,VCU,4,7,38,53,VCU
North Carolina A&T,VCU,59,95,VCU,4,11,55,84,VCU
Old Dominion,VCU,54,77,VCU,3,7,51,70,VCU
Western Carolina,VCU,68,93,VCU,8,10,60,83,VCU
James Madison,VCU,81,82,VCU,8,6,73,76,VCU
Villanova,Boston College,76,67,Villanova,8,8,68,59,Villanova
St. John's,Boston College,97,93,St. John's,5,11,92,82,St. John's
Florida,Boston College,90,70,Florida,7,8,83,62,Florida
Boston College,Minnesota,80,85,Minnesota,12,6,68,79,Minnesota
Syracuse,Boston College,101,63,Syracuse,16,8,85,55,Syracuse
Boston College,NC State,76,79,NC State,10,5,66,74,NC State
Louisville,Boston College,76,64,Louisville,8,8,68,56,Louisville
Boston College,Duke,82,83,Duke,9,8,73,75,Duke
Virginia,Boston College,61,49,Virginia,4,6,57,43,Virginia
Miami,Boston College,62,84,Boston College,2,18,60,66,Boston College
Boston College,Notre Dame,70,80,Notre Dame,9,14,61,66,Notre Dame
NC State,Boston College,81,65,NC State,6,9,75,56,NC State
Wake Forest,Boston College,69,65,Wake Forest,7,8,62,57,Wake Forest
Boston College,Syracuse,67,75,Syracuse,9,5,58,70,Syracuse
Notre Dame,Boston College,90,94,Boston College,7,9,83,85,Boston College
Mississippi State,Clemson,42,53,Clemson,4,5,38,48,Clemson
Purdue,Clemson,70,81,Clemson,9,10,61,71,Clemson
South Carolina State,Clemson,38,75,Clemson,1,8,37,67,Clemson
Maryland,Clemson,51,67,Clemson,6,9,45,58,Clemson
Clemson,Alabama,64,56,Clemson,5,3,59,53,Clemson
Clemson,Virginia Tech,60,66,Virginia Tech,10,5,50,61,Virginia Tech
Morehead State,Clemson,51,66,Clemson,7,10,44,56,Clemson
Florida State,Clemson,67,77,Clemson,9,7,58,70,Clemson
Clemson,Miami,66,65,Clemson,9,7,57,58,Miami
NC State,Clemson,70,74,Clemson,7,9,63,65,Clemson
Virginia,Clemson,85,50,Virginia,15,5,70,45,Virginia
Clemson,Georgia Tech,65,83,Georgia Tech,9,16,56,67,Georgia Tech
Clemson,Florida State,61,80,Florida State,5,12,56,68,Florida State
Louisville,Clemson,50,54,Clemson,5,7,45,47,Clemson
Clemson,Duke,53,79,Duke,5,10,48,69,Duke
North Carolina,Clemson,50,63,Clemson,5,8,45,55,Clemson
Syracuse,Clemson,61,78,Clemson,5,10,56,68,Clemson
Georgia Tech,Clemson,72,74,Clemson,5,9,67,65,Georgia Tech
Clemson,Wake Forest,60,39,Clemson,7,5,53,34,Clemson
Miami,Clemson,58,66,Clemson,5,11,53,55,Clemson
Coppin State,Duke,71,81,Duke,10,9,61,72,Duke
Michigan State,Duke,75,69,Michigan State,5,5,70,64,Michigan State
Illinois,Duke,83,68,Illinois,7,5,76,63,Illinois
Duke,Notre Dame,75,65,Duke,8,9,67,56,Duke
Wake Forest,Duke,68,79,Duke,6,9,62,70,Duke
Duke,Virginia Tech,67,74,Virginia Tech,8,6,59,68,Virginia Tech
Duke,Pittsburgh,73,79,Pittsburgh,8,7,65,72,Pittsburgh
Duke,Louisville,65,70,Louisville,8,6,57,64,Louisville
Georgia Tech,Duke,68,75,Duke,8,5,60,70,Duke
Duke,Miami,75,77,Miami,5,7,70,70,Duke
North Carolina,Duke,91,87,North Carolina,10,11,81,76,North Carolina
Notre Dame,Duke,93,89,Notre Dame,11,10,82,79,Notre Dame
Duke,NC State,69,53,Duke,9,2,60,51,Duke
Duke,Wake Forest,84,60,Duke,11,7,73,53,Duke
Virginia,Duke,65,66,Duke,5,9,60,57,Virginia
Syracuse,Duke,71,85,Duke,8,13,63,72,Duke
Louisville,Duke,80,73,Louisville,4,4,76,69,Louisville
Indiana,Florida State,67,69,Florida State,4,8,63,61,Indiana
Florida,Florida State,71,83,Florida State,10,8,61,75,Florida State
Georgia Tech,Florida State,61,74,Florida State,5,8,56,66,Florida State
Gardner-Webb,Florida State,59,72,Florida State,9,6,50,66,Florida State
NC State,Florida State,73,105,Florida State,11,12,62,93,Florida State
North Carolina,Florida State,75,82,Florida State,10,8,65,74,Florida State
Florida State,Louisville,78,65,Florida State,9,4,69,61,Florida State
Miami,Florida State,59,81,Florida State,9,6,50,75,Florida State
Florida State,Georgia Tech,65,76,Georgia Tech,3,7,62,69,Georgia Tech
Wake Forest,Florida State,85,92,Florida State,13,12,72,80,Florida State
Virginia,Florida State,60,81,Florida State,9,13,51,68,Florida State
Florida State,Pittsburgh,79,72,Florida State,4,4,75,68,Florida State
Florida State,Miami,88,71,Florida State,9,8,79,63,Florida State
Florida State,North Carolina,70,78,North Carolina,5,5,65,73,North Carolina
Georgia State,Georgia Tech,123,120,Georgia State,10,7,113,113,North Carolina
Mercer,Georgia Tech,83,73,Mercer,12,8,71,65,Mercer
Kentucky,Georgia Tech,62,79,Georgia Tech,8,8,54,71,Georgia Tech
Georgia Tech,Nebraska,75,64,Georgia Tech,8,8,67,56,Georgia Tech
Florida A&M,Georgia Tech,64,74,Georgia Tech,7,9,57,65,Georgia Tech
Delaware State,Georgia Tech,69,97,Georgia Tech,8,9,61,88,Georgia Tech
North Carolina,Georgia Tech,67,72,Georgia Tech,8,10,59,62,Georgia Tech
Wake Forest,Georgia Tech,54,70,Georgia Tech,3,9,51,61,Georgia Tech
Georgia Tech,Virginia,62,64,Virginia,9,8,53,56,Virginia
Georgia Tech,Louisville,58,74,Louisville,8,7,50,67,Louisville
Notre Dame,Georgia Tech,80,82,Georgia Tech,7,7,73,75,Georgia Tech
Virginia,Georgia Tech,57,49,Virginia,7,4,50,45,Virginia
Pittsburgh,Georgia Tech,65,71,Georgia Tech,7,6,58,65,Georgia Tech
Georgia Tech,Miami,87,60,Georgia Tech,11,5,76,55,Georgia Tech
Georgia Tech,Virginia Tech,69,53,Georgia Tech,8,5,61,48,Georgia Tech
Syracuse,Georgia Tech,77,84,Georgia Tech,7,5,70,79,Georgia Tech
Georgia State,Georgia Tech,123,120,Georgia State,10,7,113,113,Georgia Tech
Evansville,Louisville,44,79,Louisville,6,6,38,73,Louisville
Seton Hall,Louisville,70,71,Louisville,6,2,64,69,Louisville
Prairie View A&M,Louisville,64,86,Louisville,9,6,55,80,Louisville
Western Kentucky,Louisville,54,75,Louisville,3,8,51,67,Louisville
Louisville,Wisconsin,48,85,Wisconsin,5,16,43,69,Wisconsin
Louisville,Pittsburgh,64,54,Louisville,4,4,60,50,Louisville
Kentucky,Louisville,59,62,Louisville,5,6,54,56,Louisville
Virginia Tech,Louisville,71,73,Louisville,9,6,62,67,Louisville
Louisville,Wake Forest,77,65,Louisville,7,7,70,58,Louisville
Louisville,Miami,72,78,Miami,3,8,69,70,Miami
Louisville,North Carolina,54,99,North Carolina,1,8,53,91,North Carolina
Notre Dame,Louisville,57,69,Louisville,7,7,50,62,Louisville
Purdue,Miami,54,58,Miami,4,1,50,57,Miami
Pittsburgh,Miami,70,55,Pittsburgh,7,5,63,50,Pittsburgh
Miami,Virginia Tech,78,80,Virginia Tech,10,9,68,71,Virginia Tech
North Carolina,Miami,67,65,North Carolina,9,3,58,62,Miami
Miami,NC State,64,59,Miami,5,7,59,52,Miami
Miami,Syracuse,57,83,Syracuse,4,10,53,73,Syracuse
Notre Dame,Miami,73,59,Notre Dame,10,3,63,56,Notre Dame
Miami,Wake Forest,54,66,Wake Forest,9,13,45,53,Wake Forest
Duke,Miami,75,77,Miami,5,7,70,70,Wake Forest
Virginia Tech,Miami,80,76,Virginia Tech,8,6,72,70,Virginia Tech
Miami,Notre Dame,61,71,Notre Dame,5,7,56,64,Notre Dame
Charleston Southern,NC State,61,95,NC State,5,11,56,84,NC State
Campbell,NC State,50,69,NC State,2,5,48,64,NC State
North Carolina,NC State,76,79,NC State,2,8,74,71,North Carolina
NC State,North Carolina,76,86,North Carolina,6,4,70,82,North Carolina
Wake Forest,NC State,67,72,NC State,8,7,59,65,NC State
NC State,Syracuse,73,76,Syracuse,6,8,67,68,Syracuse
Virginia,NC State,64,57,Virginia,6,4,58,53,Virginia
Syracuse,NC State,77,68,Syracuse,9,8,68,60,Syracuse
NC State,Pittsburgh,74,73,NC State,4,6,70,67,NC State
NC State,Wake Forest,80,62,NC State,8,7,72,55,NC State
NC State,Virginia,68,61,NC State,5,7,63,54,NC State
Pittsburgh,NC State,62,65,NC State,3,5,59,60,NC State
Charleston,North Carolina,60,79,North Carolina,8,4,52,75,North Carolina
North Carolina,UNLV,78,51,North Carolina,7,8,71,43,North Carolina
North Carolina,Stanford,67,63,North Carolina,4,5,63,58,North Carolina
Texas,North Carolina,69,67,Texas,9,1,60,66,North Carolina
North Carolina,Iowa,80,93,Iowa,6,17,74,76,Iowa
North Carolina Central,North Carolina,67,73,North Carolina,8,2,59,71,North Carolina
North Carolina,Kentucky,75,63,North Carolina,5,3,70,60,North Carolina
Notre Dame,North Carolina,65,66,North Carolina,11,8,54,58,North Carolina
Syracuse,North Carolina,75,81,North Carolina,10,5,65,76,North Carolina
Wake Forest,North Carolina,73,80,North Carolina,13,3,60,77,North Carolina
North Carolina,Pittsburgh,75,65,North Carolina,4,6,71,59,North Carolina
North Carolina,Virginia,48,60,Virginia,2,10,46,50,Virginia
Northeastern,North Carolina,62,82,North Carolina,10,5,52,77,North Carolina
Marquette,North Carolina,83,70,Marquette,9,5,74,65,Marquette
Notre Dame,Michigan State,70,80,Michigan State,8,7,62,73,Michigan State
Detroit Mercy,Notre Dame,70,78,Notre Dame,8,11,62,67,Notre Dame
Ohio State,Notre Dame,90,85,Ohio State,11,11,79,74,Ohio State
Notre Dame,Kentucky,64,63,Notre Dame,7,5,57,58,Kentucky
Notre Dame,Purdue,78,88,Purdue,16,14,62,74,Purdue
Virginia,Notre Dame,66,57,Virginia,8,5,58,52,Virginia
Notre Dame,Virginia Tech,63,77,Virginia Tech,6,7,57,70,Virginia Tech
Notre Dame,Virginia,68,80,Virginia,5,12,63,68,Virginia
Virginia Tech,Notre Dame,62,51,Virginia Tech,7,3,55,48,Virginia Tech
Notre Dame,Pittsburgh,84,58,Notre Dame,13,8,71,50,Notre Dame
Wake Forest,Notre Dame,58,79,Notre Dame,9,10,49,69,Notre Dame
Notre Dame,Syracuse,67,75,Syracuse,12,10,55,65,Syracuse
St. Francis (PA),Pittsburgh,80,70,St. Francis (PA),9,6,71,64,St. Francis (PA)
Drexel,Pittsburgh,74,83,Pittsburgh,3,5,71,78,Pittsburgh
Northern Illinois,Pittsburgh,59,89,Pittsburgh,7,14,52,75,Pittsburgh
Pittsburgh,Northwestern,71,70,Pittsburgh,8,8,63,62,Pittsburgh
Gardner-Webb,Pittsburgh,50,67,Pittsburgh,5,1,45,66,Pittsburgh
Pittsburgh,Syracuse,63,60,Pittsburgh,7,12,56,48,Pittsburgh
Syracuse,Pittsburgh,76,96,Pittsburgh,3,8,73,88,Pittsburgh
Pittsburgh,Wake Forest,75,76,Wake Forest,5,15,70,61,Pittsburgh
Virginia Tech,Pittsburgh,72,83,Pittsburgh,9,9,63,74,Pittsburgh
Pittsburgh,Virginia,66,73,Virginia,4,12,62,61,Pittsburgh
Bryant,Syracuse,84,85,Syracuse,13,10,71,75,Syracuse
Niagara,Syracuse,45,75,Syracuse,6,5,39,70,Syracuse
Rider,Syracuse,52,87,Syracuse,7,15,45,72,Syracuse
Syracuse,Rutgers,69,79,Rutgers,7,9,62,70,Rutgers
Northeastern,Syracuse,56,62,Syracuse,9,2,47,60,Syracuse
Buffalo,Syracuse,96,107,Syracuse,9,3,87,104,Syracuse
Georgetown,Syracuse,69,74,Syracuse,11,9,58,65,Syracuse
Virginia Tech,Syracuse,60,78,Syracuse,8,4,52,74,Syracuse
Syracuse,Virginia,58,81,Virginia,5,14,53,67,Virginia
Towson,Virginia,54,89,Virginia,7,15,47,74,Virginia
Virginia,San Francisco,60,61,San Francisco,3,13,57,48,Virginia
St. Francis (PA),Virginia,51,76,Virginia,7,5,44,71,Virginia
Kent State,Virginia,64,71,Virginia,9,7,55,64,Virginia
William & Mary,Virginia,40,76,Virginia,3,9,37,67,Virginia
Virginia,Gonzaga,75,98,Gonzaga,10,10,65,88,Gonzaga
Wake Forest,Virginia,61,70,Virginia,10,6,51,64,Virginia
Virginia,Virginia Tech,51,65,Virginia Tech,10,9,41,56,Virginia Tech
Radford,Virginia Tech,62,77,Virginia Tech,6,11,56,66,Virginia Tech
Virginia Tech,Villanova,81,73,Virginia Tech,10,9,71,64,Virginia Tech
VMI,Virginia Tech,57,64,Virginia Tech,7,4,50,60,Virginia Tech
Penn State,Virginia Tech,75,55,Penn State,12,6,63,49,Penn State
Coppin State,Virginia Tech,57,97,Virginia Tech,5,20,52,77,Virginia Tech
Longwood,Virginia Tech,58,84,Virginia Tech,4,10,54,74,Virginia Tech
Virginia Tech,Wake Forest,64,60,Virginia Tech,4,7,60,53,Virginia Tech
Wake Forest,Virginia Tech,46,84,Virginia Tech,10,13,36,71,Virginia Tech
Delaware State,Wake Forest,51,111,Wake Forest,7,14,44,97,Wake Forest
Longwood,Wake Forest,60,71,Wake Forest,5,6,55,65,Wake Forest
Catawba,Wake Forest,62,70,Wake Forest,5,6,57,64,Wake Forest
Louisiana,Baylor,82,112,Baylor,6,15,76,97,Baylor
Washington,Baylor,52,86,Baylor,5,13,47,73,Baylor
Illinois,Baylor,69,82,Baylor,7,7,62,75,Baylor
Stephen F. Austin,Baylor,52,83,Baylor,1,9,51,74,Baylor
Baylor,Kansas State,100,69,Baylor,15,6,85,63,Baylor
Arkansas-Pine Bluff,Baylor,42,99,Baylor,3,11,39,88,Baylor
Central Arkansas,Baylor,56,93,Baylor,12,13,44,80,Baylor
Alcorn State,Baylor,76,105,Baylor,6,12,70,93,Baylor
Baylor,Iowa State,76,65,Baylor,4,6,72,59,Baylor
Oklahoma,Baylor,61,76,Baylor,4,10,57,66,Baylor
Baylor,TCU,67,49,Baylor,6,6,61,43,Baylor
Baylor,Texas Tech,68,60,Baylor,9,6,59,54,Baylor
Kansas,Baylor,69,77,Baylor,10,9,59,68,Baylor
Baylor,Oklahoma State,81,66,Baylor,10,4,71,62,Baylor
Kansas State,Baylor,59,107,Baylor,5,17,54,90,Baylor
Auburn,Baylor,72,84,Baylor,6,11,66,73,Baylor
Baylor,Texas,83,69,Baylor,11,10,72,59,Baylor
Iowa State,Baylor,72,77,Baylor,10,8,62,69,Baylor
Baylor,Kansas,58,71,Kansas,6,3,52,68,Kansas
Arkansas-Pine Bluff,Iowa State,63,80,Iowa State,3,12,60,68,Iowa State
South Dakota State,Iowa State,71,68,South Dakota State,9,4,62,64,Iowa State
Iowa State,Iowa,77,105,Iowa,13,11,64,94,Iowa
Kansas State,Iowa State,74,65,Kansas State,4,6,70,59,Kansas State
Iowa State,West Virginia,65,70,West Virginia,7,3,58,67,West Virginia
Jackson State,Iowa State,45,60,Iowa State,2,4,43,56,Iowa State
Iowa State,Texas,72,78,Texas,7,8,65,70,Texas
Texas Tech,Iowa State,91,64,Texas Tech,7,6,84,58,Texas Tech
Oklahoma State,Iowa State,81,60,Oklahoma State,5,7,76,53,Oklahoma State
Iowa State,Mississippi State,56,95,Mississippi State,4,8,52,87,Mississippi State
West Virginia,Iowa State,76,72,West Virginia,7,9,69,63,West Virginia
Iowa State,Oklahoma,72,79,Oklahoma,16,6,56,73,Oklahoma
Iowa State,TCU,76,79,TCU,7,7,69,72,TCU
Iowa State,Kansas,64,97,Kansas,5,12,59,85,Kansas
Kansas,Iowa State,64,50,Kansas,7,4,57,46,Kansas
Iowa State,Oklahoma State,58,76,Oklahoma State,6,7,52,69,Oklahoma State
Oklahoma,Iowa State,66,56,Oklahoma,6,4,60,52,Oklahoma
TCU,Iowa State,76,72,TCU,8,9,68,63,TCU
Kansas,Gonzaga,90,102,Gonzaga,8,6,82,96,Gonzaga
Kansas,Kentucky,65,62,Kansas,5,3,60,59,Kansas
Washburn,Kansas,54,89,Kansas,9,13,45,76,Kansas
North Dakota State,Kansas,61,65,Kansas,6,4,55,61,Kansas
Creighton,Kansas,72,73,Kansas,9,10,63,63,Kansas
Omaha,Kansas,50,95,Kansas,4,12,46,83,Kansas
Kansas,Texas Tech,58,57,Kansas,6,6,52,51,Kansas
West Virginia,Kansas,65,79,Kansas,8,16,57,63,Kansas
Texas,Kansas,84,59,Texas,12,3,72,56,Texas
Kansas,TCU,93,64,Kansas,8,8,85,56,Kansas
Oklahoma,Kansas,59,63,Kansas,6,6,53,57,Kansas
Kansas,Oklahoma State,70,75,Oklahoma State,5,9,65,66,Oklahoma State
Kansas,Oklahoma,68,75,Oklahoma,8,9,60,66,Oklahoma
TCU,Kansas,51,59,Kansas,8,4,43,55,Kansas
Kansas,Tennessee,61,80,Tennessee,6,8,55,72,Tennessee
Kansas State,Kansas,51,74,Kansas,5,9,46,65,Kansas
Kansas,West Virginia,79,91,West Virginia,7,11,72,80,West Virginia
Oklahoma State,Kansas,66,78,Kansas,7,5,59,73,Kansas
Kansas,Kansas State,59,41,Kansas,4,3,55,38,Kansas
Texas Tech,Kansas,61,67,Kansas,5,8,56,59,Kansas
Kansas,Texas,72,75,Texas,8,5,64,70,Texas
Drake,Kansas State,80,70,Drake,7,8,73,62,Drake
Colorado,Kansas State,76,58,Colorado,6,10,70,48,Colorado
UM Kansas City,Kansas State,58,62,Kansas State,9,6,49,56,Kansas State
UNLV,Kansas State,68,58,UNLV,12,7,56,51,UNLV
Fort Hays State,Kansas State,81,68,Fort Hays State,10,4,71,64,Fort Hays State
Milwaukee,Kansas State,75,76,Kansas State,10,10,65,66,Kansas State
